id,Facility Name,Facility Type,Address,County,Phone,Email,Program Type,Age Range,Total License Capacity,Annual Inspection Date,Unannounced Inspection Date,In Compliance,Number of Violations
2433518,Bright Beginnings Child Care Centre,Day Care Facility,25 PARK ST. AMHERST,Cumberland County,902-667-7857,bbccc@ns.sympatico.ca,"Full Day,School Age",18 months - 10 years,64,10-Jul-13,21-Jan-13,Yes,0
2433515,Bridgewater Day Care Centre,Day Care Facility,87 HILLCREST ST. BRIDGEWATER,Lunenburg County,902-543-7280,bwaterdaycare@ns.sympatico.ca,"Full Day,School Age",4 months - 10 years,70,17-Apr-13,12-Sep-12,Yes,0
2433509,Briarlynn Pre-School,Day Care Facility,71 BRIARLYNN CRES. COLE HARBOUR,Halifax County,902-435-0270,brejet@accesscable.net,Part Day,30 months - 5 years,10,23-Apr-13,20-Sep-12,Yes,0
2433506,Breeze Drive Preschool,Day Care Facility,11 BREEZE DR. DARTMOUTH,Halifax County,902-435-1604,,Part Day,3 years - 5 years,10,07-Nov-12,05-Apr-13,Yes,0
2433500,Boys & Girls Club of Yarmouth Day Care Centre (Pleasant St),Day Care Facility,372 PLEASANT ST. YARMOUTH,Yarmouth County,902-742-9103,bgcydirector@gmail.com,Full Day,3 months - 5 years,35,01-Mar-13,30-Aug-13,No,4
2433497,Boys & Girls Club of Yarmouth Day Care Centre (Bond St),Day Care Facility,11 BOND ST. YARMOUTH,Yarmouth County,902-742-9103,bcgydirector@hotmail.com,Full Day,3 months - 5 years,100,03-May-13,10-Oct-12,Yes,0
2433467,Bo Peep's Nursery School,Day Care Facility,5638 HIGHWAY 215 HWY. KEMPT SHORE,Hants County,902-633-2110,hschc@ns.sympatico.ca,Part Day,30 months - 12 years,12,08-Mar-13,31-Oct-12,Yes,0
2433461,Birch Cove After-School Program,Day Care Facility,3 DAKIN DR. UNIT A HALIFAX,Halifax County,902-443-2272,lynnorman@msn.com,School Age,5 years - 12 years,38,08-Mar-13,10-Sep-13,No,4
2433458,Big Hands Little Hands Playgroup Inc,Day Care Facility,1018 FALL RIVERRD. FALL RIVER,Halifax County,902-861-2999,bighandslittlehands@gmail.com,Part Day,3 years - 5 years,14,19-Nov-12,29-Apr-13,Yes,0
2460428,Big Birds Nest Daycare,Day Care Facility,17 LYMAN ST. TRURO,Colchester County,902-895-6608,rosejoudrey@msn.com,"Full Day,Part Day",6 months - 5 years,32,04-Sep-13,04-Mar-13,Yes,0
2433452,Bible Hill Village Pre-School Society,Day Care Facility,151 PICTOU RD. BIBLE HILL,Colchester County,902-893-8062,,Part Day,3 years - 5 years,17,26-Sep-12,21-Mar-13,Yes,0
2433449,Betty Whelan's Rainbow Preschool,Day Care Facility,31 MOUNT FLORENCE ST. COXHEATH,Cape Breton County,902-567-2338,whelanbetty@hotmail.com,"Full Day,School Age",2 years - 12 years,15,12-Mar-13,15-Jul-13,Yes,0
2433440,Berwick & District Nursery School,Day Care Facility,155 ORCHARD ST. BERWICK,Kings County,902-538-9680,berwicknurseryschool@ns.aliantzinc.ca,Part Day,3 years - 5 years,24,03-May-13,05-Nov-12,Yes,0
2433428,Beech Street Preschool,Day Care Facility,1749 BEECH ST. HALIFAX,Halifax County,902-425-6408,,Full Day,18 months to 5 years,28,23-Oct-12,19-Apr-13,Yes,0
2432177,Bedford Academy Preschool,Day Care Facility,926 SHORE DR. BEDFORD,Halifax County,902-835-0229,nwallace@bedfordacademy.ca,Part Day,3 years - 8 years,14,14-Nov-12,10-May-13,Yes,0
2432174,Bedford Academy Day Care,Day Care Facility,27 CHAMPLAIN CRT. BEDFORD,Halifax County,902-835-0079,admin@bedfordacademy.ca,Full Day,3 years - 5 years,14,10-May-13,07-Nov-12,Yes,0
2433425,Becky's Day Care Ltd.,Day Care Facility,1 LAKEWOOD DR. WAVERLEY,Halifax County,902-860-2203,beckysdaycare@ns.aliantzinc.ca,"Full Day,School Age",5 months - 10 years,246,13-Dec-12,03-Sep-13,Yes,0
2547934,Beaver Bank Children's Learning Centre-Community Centre,Day Care Facility,1583 BEAVER BANK RD. BEAVER BANK,Halifax County,(902) 864-5118,bbclc@eastlink.ca,"Part Day,School Age",3 years to 12 years,54,N/A,15-May-13,Yes,0
2433422,Beaver Bank Children's Learning Centre (Kinsac Location),Day Care Facility,95 KINSAC RD. BEAVER BANK,Halifax County,902-864-5118,bbclc@eastlink.ca,"Full Day,School Age",4 months - 12 years,96,06-Feb-13,13-Aug-13,Yes,0
2433419,Bean Sprouts Learning Center,Day Care Facility,110 FREDERICK AVE. UNIT A HALIFAX,Halifax County,902-443-4327,beansproutscare@yahoo.ca,"Full Day,School Age",3 years - 12 years,14,07-Dec-12,29-May-13,Yes,0
2433416,BCBC Preschool,Day Care Facility,50 DONALDSON AVE. HALIFAX,Halifax County,902-431-0869,tiaforsythe@yahoo.com,Part Day,30 months - 5 years,15,11-Oct-12,02-Apr-13,Yes,0
2433410,"Bayers Westwood Family Resource Centre - Ready, Set, Go!",Day Care Facility,6720 CHISHOLM AVE. HALIFAX,Halifax County,902-454-2036,rsg@bayerswestwoodfrc.com,Part Day,3 years - 5 years,10,19-Mar-13,21-Sep-12,Yes,0
2433407,Bayers Westwood Day Care Centre,Day Care Facility,6724 CHISHOLM AVE. HALIFAX,Halifax County,902-454-6833,clamb@ns.aliantzinc.ca,Full Day,2 years - 5 years,21,04-Jul-13,18-Dec-12,Yes,0
2433389,Baddeck Nursery School Association,Day Care Facility,320 SHORE RD. BADDECK,Victoria County,902-295-2978,baddecknurseryschool@hotmail.com,Part Day,3 years - 5 years,20,10-Dec-12,23-Apr-13,Yes,0
2433380,AVC Family Tree Children's Centre,Day Care Facility,"295 COMMERCIAL ST. MIDDLETON, Nova Scotia",Annapolis County,902-825-5490,annisj@eastlink.ca,Full Day,18 months - 5 years,18,19-04-2013,18-10-2012,Yes,0
2551905,Atlantic Montessori School Ltd.,Day Care Facility,12 FLAMINGO DR. HALIFAX,Halifax County,(902) 405-3966,info@atlanticmontessori.com,"Full Day,Part Day",18 months - 6 years,31,N/A,13-May-13,Yes,0
2433368,Ashby Preschool,Day Care Facility,542 PRINCE ST. SYDNEY,Cape Breton County,902-539-7323,ashbypreschool@syd.eastlink.ca,"Full Day,School Age",30 months - 12 years,52,13-May-13,08-Jan-13,Yes,0
2433356,Armbrae Academy Preschool,Day Care Facility,1400 OXFORD ST. HALIFAX,Halifax County,902-423-7920,head@armbrae.ns.ca,Full Day,30 months - 5 years,22,24-Jan-13,29-May-13,Yes,0
2433350,Apple Tree Landing Family Education Centre,Day Care Facility,1063 J JORDAN RD. CANNING,Kings County,902-582-3086,,"Full Day,School Age",3 months - 12 years,90,05-Jun-13,17-Dec-12,Yes,0
2433347,Apple Dumpling After School Program (The) (New Minas),Day Care Facility,34 JONES RD. NEW MINAS,Kings County,902-670-4026,thecomeaus@yahoo.com,School Age,5 years - 12 years,26,18-Sep-12,19-Mar-13,Yes,0
2433344,Apple Bee Academy,Day Care Facility,6462 LONDON ST. HALIFAX,Halifax County,902-453-0928,susan.dorey@ns.sympatico.ca,Full Day,18 months - 5 years,27,31-May-13,29-Nov-12,Yes,0
2433341,Annapolis Royal Nursery School,Day Care Facility,590 ST GEORGE ST. ANNAPOLIS ROYAL,Annapolis County,902-532-3180,shelby.hannam82129@ns.sympatico.ca,Part Day,30 months - 5 years,20,07-May-13,28-Nov-12,Yes,0
2433332,Amherst Pre-School Association,Day Care Facility,1 RATCHFORD ST. AMHERST,Cumberland County,902-667-7731,,Part Day,3 years - 5 years,30,21-Mar-13,03-Oct-12,Yes,0
2433329,Amherst Montessori School,Day Care Facility,9 ALBION ST. AMHERST,Cumberland County,902-660-3633,vitasem2@gmail.com,Full Day,3 years - 5 years,20,17-Dec-12,03-Jun-13,Yes,0
2433317,Allegro Child Care Centre Limited,Day Care Facility,5415 VICTORIA RD. HALIFAX,Halifax County,902-423-6989,allegro@eastlink.ca,Full Day,3 months - 5 years,78,07-Aug-13,19-Feb-13,Yes,0
2433314,Aliesja's Preschool,Day Care Facility,5 SILVERWOOD TERR. HALIFAX,Halifax County,902-443-4733,aliesja@hfx.eastlink.ca,"Full Day,School Age",18 months - 12 years,16,21-May-13,22-Nov-12,Yes,0
2433311,Alexandra Children's Centre,Day Care Facility,3405 DEVONSHIRE AVE. HALIFAX,Halifax County,902-453-3969,alexandracc@ns.sympatico.ca,Full Day,10 months - 5 years,94,04-Jun-13,13-Dec-12,Yes,0
2433305,Aldershot Afterschool Association,Day Care Facility,446 ALDERSHOT RD. KENTVILLE,Kings County,902-690-3820,davislib@staff.ednet.ns.ca,School Age,5 years - 12 years,30,24-Sep-12,25-Mar-13,Yes,0
2433293,Akerley Child Care Centre,Day Care Facility,"21 WOODLAWN RD. DARTMOUTH, nova Scotia, B2W 2R7",Halifax County,902-491-1631,jolene.giles@nscc.ca,Full Day,3 months - 5 years,56,04-06-2013,06-12-2012,Yes,0
2433287,After The Bell Inc.,Day Care Facility,320 FLYING CLOUD DR. COLE HARBOUR,Halifax County,902-404-5437,info@afterthebell.ca,School Age,3 years - 12 years,75,21-Feb-13,08-Aug-13,Yes,0
2433284,Adventurers Child Care Centre Sackville,Day Care Facility,400 SACKVILLE DR. SACKVILLE,Halifax County,902-404-3444 (Extension 1),adventurersccc@gmail.com,Full Day,18 months - 5 years,56,12-Mar-13,12-Sep-13,Yes,0
2433278,Adventurers Child Care Centre Burnside - Centre 2,Day Care Facility,201 BROWNLOW AVE. DARTMOUTH,Halifax County,902-404-3444 (Extension 1),adventurersccc@gmail.com,Full Day,3 months - 5 years,46,06-Mar-13,04-Sep-13,No,2
2433275,Adventurers Child Care Centre Burnside - Centre 1,Day Care Facility,201 BROWNLOW AVE. DARTMOUTH,Halifax County,902-404-3444 (Extension 1),adventurersccc@gmail.com,"Full Day,School Age",3 months - 12 years,34,05-Mar-13,04-Sep-13,No,2
2433272,Acadia Playtime Day Care Centre,Day Care Facility,246 WHITNEY AVE. SYDNEY,Cape Breton County,902-539-4206,,"Full Day,School Age",2 years - 8 years,32,03-Jul-13,19-Nov-12,Yes,0
2433269,ABC Nursery School,Day Care Facility,990 SCOTT DR. KENTVILLE,Kings County,902-678-6901,abcnurseryschool@eastlink.ca,"Part Day,School Age",30 months - 6 years,18,25-Sep-12,26-Mar-13,Yes,0
2433263,A Child's World - early learning centre,Day Care Facility,15 BISSETT RD. DARTMOUTH,Halifax County,902-462-7606,travers@ns.sympatico.ca,Part Day,32 months - 5 years,16,18-Apr-13,20-Sep-12,Yes,0
2433260,A Bungalo' Fun Learning Centre,Day Care Facility,24 KAULBACK ST. TRURO,Colchester County,902-843-3992,angefitzgerald@hotmail.com,"Full Day,School Age",18 months - 10 years,26,14-Aug-13,17-Jan-13,Yes,0
2681854,14 Wing Greenwood Military Family Resource Centre Preschool Programs,Day Care Facility,83 SCHOOL ST. GREENWOOD,Kings County,902-765-5611,,Part Day,2 years to 5 years,36,N/A,N/A,Yes,0
2432981,14 Wing Greenwood Military Family Resource Centre,Day Care Facility,"24 SCHOOL RD. Greenwood, NS B0P 1N0",Kings County,902-765-1494,margaret.reid@forces.gc.ca,"Full Day,School Age",3 months - 12 years,25,05-09-2013,27-02-2013,No,1
